# t(мкс)  T(K)  p(МПа)  sigma(1/(Ом·см))  q(Вт/см³)  Rd(Ом)  Fr(Вт/см²)
367.0000 10612.4 1.508337 3.655857e+01 8.934372e+04 1.676659 1.106666e+04
368.0000 10603.0 1.506412 3.645223e+01 8.848620e+04 1.681564 1.096006e+04
369.0000 10593.6 1.504489 3.634592e+01 8.763379e+04 1.686495 1.085411e+04
370.0000 10584.2 1.502567 3.623966e+01 8.678658e+04 1.691453 1.074882e+04
371.0000 10574.8 1.500649 3.613344e+01 8.594462e+04 1.696438 1.064419e+04
372.0000 10565.4 1.498732 3.602727e+01 8.510798e+04 1.701449 1.054023e+04
373.0000 10556.0 1.496818 3.592117e+01 8.427672e+04 1.706486 1.043695e+04
374.0000 10546.6 1.494907 3.581514e+01 8.345089e+04 1.711550 1.033436e+04
375.0000 10537.1 1.492999 3.570918e+01 8.263053e+04 1.716640 1.023245e+04
376.0000 10527.7 1.491094 3.560331e+01 8.181568e+04 1.721753 1.013129e+04
377.0000 10518.3 1.489193 3.549758e+01 8.100677e+04 1.726890 1.003086e+04
378.0000 10508.9 1.487296 3.539198e+01 8.020378e+04 1.732052 9.931171e+03
379.0000 10499.4 1.485403 3.528651e+01 7.940665e+04 1.737239 9.832203e+03
380.0000 10490.0 1.483513 3.518117e+01 7.861531e+04 1.742451 9.733950e+03
381.0000 10480.6 1.481626 3.507594e+01 7.782968e+04 1.747689 9.636397e+03
382.0000 10471.1 1.479743 3.497082e+01 7.704964e+04 1.752954 9.539530e+03
383.0000 10461.7 1.477862 3.486577e+01 7.627509e+04 1.758248 9.443332e+03
384.0000 10452.2 1.475983 3.476080e+01 7.550587e+04 1.763572 9.347785e+03
385.0000 10442.8 1.474107 3.465587e+01 7.474185e+04 1.768927 9.252869e+03
386.0000 10433.3 1.472231 3.455097e+01 7.398287e+04 1.774322 9.158432e+03
387.0000 10423.8 1.470354 3.444592e+01 7.322766e+04 1.779759 9.064463e+03
388.0000 10414.3 1.468475 3.434071e+01 7.247619e+04 1.785237 8.970966e+03
389.0000 10404.7 1.466595 3.423534e+01 7.172850e+04 1.790757 8.877949e+03
390.0000 10395.1 1.464713 3.412982e+01 7.098464e+04 1.796318 8.785425e+03
391.0000 10385.5 1.462831 3.402416e+01 7.024473e+04 1.801921 8.693411e+03
392.0000 10375.9 1.460948 3.391837e+01 6.950891e+04 1.807565 8.601927e+03
393.0000 10366.2 1.459065 3.381248e+01 6.877734e+04 1.813248 8.510999e+03
394.0000 10356.5 1.457182 3.370651e+01 6.805023e+04 1.818970 8.420654e+03
395.0000 10346.8 1.455301 3.360049e+01 6.732779e+04 1.824728 8.330923e+03
396.0000 10337.2 1.453422 3.349446e+01 6.661026e+04 1.830514 8.241960e+03
397.0000 10327.5 1.451548 3.338860e+01 6.589895e+04 1.836325 8.153790e+03
398.0000 10317.8 1.449679 3.328295e+01 6.519399e+04 1.842160 8.066425e+03
399.0000 10308.1 1.447816 3.317752e+01 6.449547e+04 1.848020 7.979876e+03
400.0000 10298.5 1.445958 3.307232e+01 6.380348e+04 1.853903 7.894146e+03
401.0000 10288.9 1.444107 3.296737e+01 6.311805e+04 1.859810 7.809239e+03
402.0000 10279.2 1.442261 3.286268e+01 6.243919e+04 1.865739 7.725154e+03
403.0000 10269.6 1.440421 3.275824e+01 6.176691e+04 1.871692 7.641886e+03
404.0000 10260.0 1.438587 3.265405e+01 6.110116e+04 1.877669 7.559430e+03
405.0000 10250.4 1.436759 3.255012e+01 6.044190e+04 1.883669 7.477777e+03
406.0000 10240.8 1.434936 3.244644e+01 5.978906e+04 1.889697 7.396879e+03
407.0000 10231.2 1.433118 3.234294e+01 5.914223e+04 1.895753 7.316726e+03
408.0000 10221.6 1.431305 3.223962e+01 5.850137e+04 1.901837 7.237311e+03
409.0000 10212.1 1.429496 3.213648e+01 5.786640e+04 1.907951 7.158629e+03
410.0000 10202.5 1.427691 3.203351e+01 5.723729e+04 1.914094 7.080673e+03
411.0000 10192.9 1.425890 3.193070e+01 5.661398e+04 1.920267 7.003437e+03
412.0000 10183.3 1.424094 3.182806e+01 5.599643e+04 1.926471 6.926915e+03
413.0000 10173.8 1.422302 3.172557e+01 5.538459e+04 1.932705 6.851102e+03
414.0000 10164.2 1.420513 3.162323e+01 5.477841e+04 1.938972 6.775992e+03
415.0000 10154.6 1.418729 3.152104e+01 5.417786e+04 1.945270 6.701581e+03
416.0000 10145.1 1.416948 3.141899e+01 5.358288e+04 1.951604 6.627826e+03
417.0000 10135.5 1.415170 3.131702e+01 5.299315e+04 1.957973 6.554728e+03
418.0000 10125.9 1.413395 3.121514e+01 5.240866e+04 1.964379 6.482287e+03
419.0000 10116.3 1.411623 3.111336e+01 5.182943e+04 1.970821 6.410508e+03
420.0000 10106.7 1.409854 3.101167e+01 5.125550e+04 1.977297 6.339396e+03
421.0000 10097.1 1.408089 3.091009e+01 5.068690e+04 1.983809 6.268957e+03
422.0000 10087.6 1.406327 3.080863e+01 5.012369e+04 1.990356 6.199202e+03
423.0000 10078.0 1.404569 3.070730e+01 4.956594e+04 1.996935 6.130138e+03
424.0000 10068.4 1.402815 3.060613e+01 4.901373e+04 2.003547 6.061776e+03
425.0000 10058.8 1.401066 3.050513e+01 4.846714e+04 2.010191 5.994129e+03
426.0000 10049.3 1.399323 3.040432e+01 4.792627e+04 2.016853 5.927307e+03
427.0000 10039.7 1.397588 3.030388e+01 4.739204e+04 2.023535 5.861315e+03
428.0000 10030.2 1.395860 3.020382e+01 4.686446e+04 2.030235 5.796150e+03
429.0000 10020.8 1.394141 3.010414e+01 4.634348e+04 2.036954 5.731800e+03
430.0000 10011.3 1.392430 3.000484e+01 4.582902e+04 2.043693 5.668253e+03
431.0000 10001.9 1.390726 2.990590e+01 4.532097e+04 2.050453 5.605494e+03
432.0000 9992.5 1.389019 2.980730e+01 4.481922e+04 2.057134 5.539967e+03
433.0000 9983.1 1.387304 2.971052e+01 4.429497e+04 2.063774 5.474502e+03
434.0000 9973.9 1.385605 2.961491e+01 4.377173e+04 2.070402 5.410035e+03
435.0000 9964.7 1.383920 2.952011e+01 4.325643e+04 2.077019 5.346514e+03
436.0000 9955.5 1.382247 2.942605e+01 4.274867e+04 2.083641 5.283792e+03
437.0000 9946.4 1.380582 2.933253e+01 4.224725e+04 2.090270 5.221829e+03
438.0000 9937.3 1.378926 2.923951e+01 4.175188e+04 2.096908 5.160595e+03
439.0000 9928.2 1.377278 2.914694e+01 4.126234e+04 2.103558 5.100065e+03
440.0000 9919.1 1.375637 2.905480e+01 4.077841e+04 2.110222 5.040216e+03
441.0000 9910.1 1.374004 2.896306e+01 4.029992e+04 2.116899 4.981030e+03
442.0000 9901.1 1.372377 2.887169e+01 3.982673e+04 2.123593 4.922492e+03
443.0000 9892.1 1.370756 2.878069e+01 3.935872e+04 2.130302 4.864590e+03
444.0000 9883.1 1.369142 2.869004e+01 3.889578e+04 2.137029 4.807314e+03
445.0000 9874.2 1.367533 2.859974e+01 3.843785e+04 2.143773 4.750658e+03
446.0000 9865.3 1.365931 2.850976e+01 3.798487e+04 2.150535 4.694615e+03
447.0000 9856.4 1.364334 2.842013e+01 3.753680e+04 2.157314 4.639184e+03
448.0000 9847.5 1.362744 2.833083e+01 3.709362e+04 2.164109 4.584364e+03
449.0000 9838.6 1.361160 2.824187e+01 3.665533e+04 2.170920 4.530155e+03
450.0000 9829.7 1.359582 2.815326e+01 3.622192e+04 2.177747 4.476560e+03
